province,sex,age,population,mortality_rate,asd_prevalence,asd_prevalence_se,hazard_ratio,se,pop_survival
Nunavut,Female,67,60.0,30.0,,,4.869999999539792,0.236,0.97
Nunavut,Female,68,60.0,30.0,,,4.869999999539792,0.236,0.97
Nunavut,Female,69,60.0,30.0,,,4.869999999539792,0.236,0.97
Nunavut,Female,70,41.0,34.1,,,4.869999999539792,0.236,0.9659
Nunavut,Female,71,41.0,34.1,,,4.869999999539792,0.236,0.9659
Nunavut,Female,72,41.0,34.1,,,4.869999999539792,0.236,0.9659
Nunavut,Female,73,41.0,34.1,,,4.869999999539792,0.236,0.9659
Nunavut,Female,74,41.0,34.1,,,4.869999999539792,0.236,0.9659
Nunavut,Female,75,22.0,107.1,,,4.869999999539792,0.236,0.8929
Nunavut,Female,76,22.0,107.1,,,4.869999999539792,0.236,0.8929
Nunavut,Female,77,22.0,107.1,,,4.869999999539792,0.236,0.8929
Nunavut,Female,78,22.0,107.1,,,4.869999999539792,0.236,0.8929
Nunavut,Female,79,22.0,107.1,,,4.869999999539792,0.236,0.8929
Nunavut,Female,80,10.0,187.5,,,4.869999999539792,0.236,0.8125
Nunavut,Female,81,10.0,187.5,,,4.869999999539792,0.236,0.8125
Nunavut,Female,82,10.0,187.5,,,4.869999999539792,0.236,0.8125
Nunavut,Female,83,10.0,187.5,,,4.869999999539792,0.236,0.8125
Nunavut,Female,84,10.0,187.5,,,4.869999999539792,0.236,0.8125
Nunavut,Female,85,4.0,200.0,,,4.869999999539792,0.236,0.8
Nunavut,Female,86,4.0,200.0,,,4.869999999539792,0.236,0.8
Nunavut,Female,87,4.0,200.0,,,4.869999999539792,0.236,0.8
Nunavut,Female,88,4.0,200.0,,,4.869999999539792,0.236,0.8
Nunavut,Female,89,4.0,200.0,,,4.869999999539792,0.236,0.8
