Geography,Sex,Year,Age_group,Rate
Yukon,Female,2016,25 to 29,2.1
Yukon,Female,2017,25 to 29,2.1
Yukon,Female,2018,25 to 29,2.1
Yukon,Female,2019,25 to 29,2.1
Yukon,Female,2020,25 to 29,2.1
Yukon,Male,2016,30 to 34,1.9
Yukon,Male,2017,30 to 34,1.9
Yukon,Male,2018,30 to 34,1.9
Yukon,Male,2019,30 to 34,1.9
Yukon,Male,2020,30 to 34,1.9
Yukon,Female,2016,30 to 34,0.6
Yukon,Female,2017,30 to 34,0.6
Yukon,Female,2018,30 to 34,0.6
Yukon,Female,2019,30 to 34,0.6
Yukon,Female,2020,30 to 34,0.6
Yukon,Male,2016,35 to 39,1.5
Yukon,Male,2017,35 to 39,1.5
Yukon,Male,2018,35 to 39,1.5
Yukon,Male,2019,35 to 39,1.5
Yukon,Male,2020,35 to 39,1.5
Yukon,Female,2016,35 to 39,0
Yukon,Female,2017,35 to 39,0
Yukon,Female,2018,35 to 39,0
Yukon,Female,2019,35 to 39,0
Yukon,Female,2020,35 to 39,0
Yukon,Male,2016,40 to 44,3.1
Yukon,Male,2017,40 to 44,3.1
Yukon,Male,2018,40 to 44,3.1
Yukon,Male,2019,40 to 44,3.1
Yukon,Male,2020,40 to 44,3.1
Yukon,Female,2016,40 to 44,0.7
Yukon,Female,2017,40 to 44,0.7
Yukon,Female,2018,40 to 44,0.7
Yukon,Female,2019,40 to 44,0.7
Yukon,Female,2020,40 to 44,0.7
Yukon,Male,2016,45 to 49,5
Yukon,Male,2017,45 to 49,5
Yukon,Male,2018,45 to 49,5
Yukon,Male,2019,45 to 49,5
Yukon,Male,2020,45 to 49,5
Yukon,Female,2016,45 to 49,2.2
Yukon,Female,2017,45 to 49,2.2
Yukon,Female,2018,45 to 49,2.2
Yukon,Female,2019,45 to 49,2.2
Yukon,Female,2020,45 to 49,2.2
Yukon,Male,2016,50 to 54,5.7
Yukon,Male,2017,50 to 54,5.7
Yukon,Male,2018,50 to 54,5.7
Yukon,Male,2019,50 to 54,5.7
Yukon,Male,2020,50 to 54,5.7
Yukon,Female,2016,50 to 54,1.9
Yukon,Female,2017,50 to 54,1.9
Yukon,Female,2018,50 to 54,1.9
Yukon,Female,2019,50 to 54,1.9
Yukon,Female,2020,50 to 54,1.9
Yukon,Male,2016,55 to 59,6
Yukon,Male,2017,55 to 59,6
Yukon,Male,2018,55 to 59,6
Yukon,Male,2019,55 to 59,6
Yukon,Male,2020,55 to 59,6
Yukon,Female,2016,55 to 59,3.8
Yukon,Female,2017,55 to 59,3.8
Yukon,Female,2018,55 to 59,3.8
Yukon,Female,2019,55 to 59,3.8
Yukon,Female,2020,55 to 59,3.8
Yukon,Male,2016,60 to 64,10.8
Yukon,Male,2017,60 to 64,10.8
Yukon,Male,2018,60 to 64,10.8
Yukon,Male,2019,60 to 64,10.8
Yukon,Male,2020,60 to 64,10.8
Yukon,Female,2016,60 to 64,4
Yukon,Female,2017,60 to 64,4
Yukon,Female,2018,60 to 64,4
Yukon,Female,2019,60 to 64,4
Yukon,Female,2020,60 to 64,4
Yukon,Male,2016,65 to 69,14.2
Yukon,Male,2017,65 to 69,14.2
Yukon,Male,2018,65 to 69,14.2
Yukon,Male,2019,65 to 69,14.2
Yukon,Male,2020,65 to 69,14.2
Yukon,Female,2016,65 to 69,8.1
Yukon,Female,2017,65 to 69,8.1
Yukon,Female,2018,65 to 69,8.1
Yukon,Female,2019,65 to 69,8.1
Yukon,Female,2020,65 to 69,8.1
Yukon,Male,2016,70 to 74,26.1
Yukon,Male,2017,70 to 74,26.1
Yukon,Male,2018,70 to 74,26.1
Yukon,Male,2019,70 to 74,26.1
Yukon,Male,2020,70 to 74,26.1
Yukon,Female,2016,70 to 74,25.3
Yukon,Female,2017,70 to 74,25.3
Yukon,Female,2018,70 to 74,25.3
Yukon,Female,2019,70 to 74,25.3
Yukon,Female,2020,70 to 74,25.3
Yukon,Male,2016,75 to 79,44.5
Yukon,Male,2017,75 to 79,44.5
Yukon,Male,2018,75 to 79,44.5
Yukon,Male,2019,75 to 79,44.5
Yukon,Male,2020,75 to 79,44.5
Yukon,Female,2016,75 to 79,24.8
Yukon,Female,2017,75 to 79,24.8
Yukon,Female,2018,75 to 79,24.8
Yukon,Female,2019,75 to 79,24.8
Yukon,Female,2020,75 to 79,24.8
Yukon,Male,2016,80 to 84,56.6
Yukon,Male,2017,80 to 84,56.6
Yukon,Male,2018,80 to 84,56.6
Yukon,Male,2019,80 to 84,56.6
Yukon,Male,2020,80 to 84,56.6
Yukon,Female,2016,80 to 84,72.8
Yukon,Female,2017,80 to 84,72.8
Yukon,Female,2018,80 to 84,72.8
Yukon,Female,2019,80 to 84,72.8
Yukon,Female,2020,80 to 84,72.8
Yukon,Male,2016,85 to 89,89.9
Yukon,Male,2017,85 to 89,89.9
Yukon,Male,2018,85 to 89,89.9
Yukon,Male,2019,85 to 89,89.9
Yukon,Male,2020,85 to 89,89.9
Yukon,Female,2016,85 to 89,112.1
Yukon,Female,2017,85 to 89,112.1
Yukon,Female,2018,85 to 89,112.1
Yukon,Female,2019,85 to 89,112.1
Yukon,Female,2020,85 to 89,112.1
Yukon,Male,2016,90+,142.9
Yukon,Male,2017,90+,142.9
Yukon,Male,2018,90+,142.9
Yukon,Male,2019,90+,142.9
Yukon,Male,2020,90+,142.9
Yukon,Female,2016,90+,183.1
Yukon,Female,2017,90+,183.1
Yukon,Female,2018,90+,183.1
Yukon,Female,2019,90+,183.1
Yukon,Female,2020,90+,183.1
